Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Wholesale Price,"KUANTAN, PAHANG",BAWANG PUTIH (CHINA),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"KUANTAN, PAHANG",BAYAM,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUANTAN, PAHANG",BELIMBING (B10),F.A.Q,KG,550.0,550.0,550.0
Wholesale Price,"KUANTAN, PAHANG",BETIK SEKAKI,F.A.Q,KG,180.0,180.0,180.0
Wholesale Price,"KUANTAN, PAHANG",BUNGA KANTAN,F.A.Q,TANGKAI,1.0,1.0,1.0
Wholesale Price,"KUANTAN, PAHANG",CILI HIJAU,F.A.Q,KG,1100.0,1050.0,1000.0
Wholesale Price,"KUANTAN, PAHANG",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1400.0,1300.0,1300.0
Wholesale Price,"KUANTAN, PAHANG",CILI MERAH MINYAK,F.A.Q,KG,1150.0,1150.0,1100.0
Wholesale Price,"KUANTAN, PAHANG",DAUN BAWANG,F.A.Q,KG,800.0,800.0,700.0
Wholesale Price,"KUANTAN, PAHANG",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"KUANTAN, PAHANG",KACANG BENDI,F.A.Q,KG,900.0,750.0,750.0
Wholesale Price,"KUANTAN, PAHANG",KACANG BUNCIS,F.A.Q,KG,1300.0,1200.0,1200.0
Wholesale Price,"KUANTAN, PAHANG",KACANG PANJANG HIJAU,F.A.Q,KG,800.0,800.0,700.0
Wholesale Price,"KUANTAN, PAHANG",KANGKUNG,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUANTAN, PAHANG",KELAPA DIKUPAS,SEDANG,100 BIJI,180.0,180.0,180.0
Wholesale Price,"KUANTAN, PAHANG",KETOLA / PETOLA SEGI,F.A.Q,KG,450.0,400.0,350.0
Wholesale Price,"KUANTAN, PAHANG",KUBIS BULAT (CHINA),F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"KUANTAN, PAHANG",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUANTAN, PAHANG",PISANG BERANGAN,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUANTAN, PAHANG",PISANG MAS,F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUANTAN, PAHANG",SAWI HIJAU,F.A.Q,KG,700.0,650.0,650.0
Wholesale Price,"KUANTAN, PAHANG",TELUR AYAM,A,100 BIJI,41.0,41.0,41.0
Wholesale Price,"KUANTAN, PAHANG",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"KUANTAN, PAHANG",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"KUANTAN, PAHANG",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"KUANTAN, PAHANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,900.0,750.0,600.0
Wholesale Price,"KUANTAN, PAHANG",TIMUN HIJAU,F.A.Q,KG,450.0,450.0,400.0
Wholesale Price,"KUANTAN, PAHANG",TOMATO (TANAH TINGGI),F.A.Q,KG,500.0,450.0,450.0
Wholesale Price,"KUANTAN, PAHANG",UBI KENTANG HOLLAND,F.A.Q,KG,150.0,150.0,150.0
Wholesale Price,"ROMPIN, PAHANG",KELAPA DIKUPAS,BESAR,100 BIJI,180.0,180.0,180.0
Wholesale Price,"ROMPIN, PAHANG",KELAPA DIKUPAS,KECIL,100 BIJI,160.0,160.0,160.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",AYAM PROSES STANDARD,F.A.Q,KG,910.0,900.0,890.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,228.0,221.0,214.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,160.0,155.0,150.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,170.0,165.0,160.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,166.0,158.0,150.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,180.0,175.0,170.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,750.0,700.0,650.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH ROSE,F.A.Q,KG,400.0,380.0,350.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG PUTIH (CHINA),F.A.Q,KG,600.0,550.0,500.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAYAM,F.A.Q,KG,300.0,270.0,240.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BETIK SEKAKI,F.A.Q,KG,380.0,365.0,350.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BUNGA KANTAN,F.A.Q,TANGKAI,1.0,0.9,0.8
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",CILI HIJAU,F.A.Q,KG,1000.0,900.0,800.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1400.0,1275.0,1000.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",CILI MERAH MINYAK,F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",DAUN BAWANG,F.A.Q,KG,600.0,550.0,500.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BENDI,F.A.Q,KG,800.0,775.0,750.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BUNCIS,F.A.Q,KG,1200.0,1150.0,1100.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KACANG PANJANG HIJAU,F.A.Q,KG,900.0,825.0,750.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KANGKUNG,F.A.Q,KG,300.0,270.0,240.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA DIKUPAS,SEDANG,100 BIJI,190.0,190.0,190.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KETOLA / PETOLA SEGI,F.A.Q,KG,500.0,450.0,400.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (CHINA),F.A.Q,KG,240.0,225.0,210.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (INDONESIA),F.A.Q,KG,220.0,205.0,190.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,480.0,460.0,430.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",PISANG BERANGAN,F.A.Q,KG,450.0,450.0,450.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",PISANG MAS,F.A.Q,KG,500.0,490.0,480.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",SAWI HIJAU,F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,A,100 BIJI,41.0,41.0,41.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,340.0,335.0,330.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,750.0,700.0,650.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TIMUN HIJAU,F.A.Q,KG,500.0,480.0,450.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TOMATO (TANAH TINGGI),F.A.Q,KG,370.0,355.0,330.0
Wholesale Price,"SEBERANG PERAI TENGAH, PULAU PINANG",UBI KENTANG HOLLAND,F.A.Q,KG,180.0,170.0,160.0
Wholesale Price,"KINTA, PERAK",AYAM PROSES STANDARD,F.A.Q,KG,900.0,880.0,880.0
Wholesale Price,"KINTA, PERAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,240.0,230.0,230.0
Wholesale Price,"KINTA, PERAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,180.0,170.0,170.0
Wholesale Price,"KINTA, PERAK",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,750.0,700.0,700.0
Wholesale Price,"KINTA, PERAK",BAWANG PUTIH (CHINA),F.A.Q,KG,600.0,600.0,600.0
Wholesale Price,"KINTA, PERAK",BAYAM,F.A.Q,KG,200.0,180.0,160.0
Wholesale Price,"KINTA, PERAK",BELIMBING (B10),F.A.Q,KG,330.0,300.0,280.0
Wholesale Price,"KINTA, PERAK",BETIK SEKAKI,F.A.Q,KG,320.0,280.0,250.0
Wholesale Price,"KINTA, PERAK",BUNGA KANTAN,F.A.Q,TANGKAI,0.8,0.7,0.7
Wholesale Price,"KINTA, PERAK",CILI HIJAU,F.A.Q,KG,700.0,650.0,600.0
Wholesale Price,"KINTA, PERAK",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"KINTA, PERAK",CILI MERAH MINYAK,F.A.Q,KG,1000.0,900.0,900.0
Wholesale Price,"KINTA, PERAK",DAUN BAWANG,F.A.Q,KG,500.0,500.0,450.0
Wholesale Price,"KINTA, PERAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,750.0,700.0,700.0
Wholesale Price,"KINTA, PERAK",KACANG BENDI,F.A.Q,KG,750.0,700.0,650.0
Wholesale Price,"KINTA, PERAK",KACANG BUNCIS,F.A.Q,KG,1200.0,1100.0,1000.0
Wholesale Price,"KINTA, PERAK",KACANG PANJANG HIJAU,F.A.Q,KG,800.0,750.0,700.0
Wholesale Price,"KINTA, PERAK",KANGKUNG,F.A.Q,KG,180.0,150.0,130.0
Wholesale Price,"KINTA, PERAK",KELAPA DIKUPAS,BESAR,100 BIJI,220.0,220.0,210.0
Wholesale Price,"KINTA, PERAK",KELAPA DIKUPAS,KECIL,100 BIJI,180.0,180.0,180.0
Wholesale Price,"KINTA, PERAK",KELAPA DIKUPAS,SEDANG,100 BIJI,190.0,190.0,190.0
Wholesale Price,"KINTA, PERAK",KETOLA / PETOLA SEGI,F.A.Q,KG,400.0,380.0,350.0
Wholesale Price,"KINTA, PERAK",KUBIS BULAT (CHINA),F.A.Q,KG,220.0,200.0,200.0
Wholesale Price,"KINTA, PERAK",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,350.0,300.0,280.0
Wholesale Price,"KINTA, PERAK",PISANG BERANGAN,F.A.Q,KG,330.0,330.0,280.0
Wholesale Price,"KINTA, PERAK",PISANG MAS,F.A.Q,KG,300.0,300.0,280.0
Wholesale Price,"KINTA, PERAK",SAWI HIJAU,F.A.Q,KG,500.0,500.0,450.0
Wholesale Price,"KINTA, PERAK",TELUR AYAM,A,100 BIJI,41.0,41.0,41.0
Wholesale Price,"KINTA, PERAK",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"KINTA, PERAK",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"KINTA, PERAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,280.0,280.0,250.0
Wholesale Price,"KINTA, PERAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,600.0,550.0,500.0
Wholesale Price,"KINTA, PERAK",TIMUN HIJAU,F.A.Q,KG,380.0,350.0,300.0
Wholesale Price,"KINTA, PERAK",TOMATO (TANAH TINGGI),F.A.Q,KG,330.0,300.0,250.0
Wholesale Price,"KINTA, PERAK",UBI KENTANG HOLLAND,F.A.Q,KG,180.0,170.0,170.0
Wholesale Price,"PERLIS, PERLIS",AYAM HIDUP,F.A.Q,KG,605.0,605.0,605.0
Wholesale Price,"PERLIS, PERLIS",AYAM PROSES STANDARD,F.A.Q,KG,760.0,760.0,760.0
Wholesale Price,"PERLIS, PERLIS",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,275.0,275.0,275.0
Wholesale Price,"PERLIS, PERLIS",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"PERLIS, PERLIS",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"PERLIS, PERLIS",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,440.0,440.0,440.0
Wholesale Price,"PERLIS, PERLIS",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"PERLIS, PERLIS",BAWANG MERAH ROSE,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"PERLIS, PERLIS",BAWANG PUTIH (CHINA),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"PERLIS, PERLIS",BAYAM,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"PERLIS, PERLIS",BELIMBING (B10),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"PERLIS, PERLIS",BETIK SEKAKI,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"PERLIS, PERLIS",BUNGA KANTAN,F.A.Q,TANGKAI,1.0,1.0,1.0
Wholesale Price,"PERLIS, PERLIS",CILI MERAH (THAILAND),F.A.Q,KG,750.0,750.0,750.0
Wholesale Price,"PERLIS, PERLIS",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1600.0,1500.0,1400.0
Wholesale Price,"PERLIS, PERLIS",DAUN BAWANG,F.A.Q,KG,900.0,600.0,600.0
Wholesale Price,"PERLIS, PERLIS",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1100.0,1100.0,1100.0
Wholesale Price,"PERLIS, PERLIS",KACANG BENDI,F.A.Q,KG,550.0,550.0,550.0
Wholesale Price,"PERLIS, PERLIS",KACANG BUNCIS,F.A.Q,KG,1030.0,1030.0,1030.0
Wholesale Price,"PERLIS, PERLIS",KACANG PANJANG HIJAU,F.A.Q,KG,550.0,550.0,550.0
Wholesale Price,"PERLIS, PERLIS",KANGKUNG,F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"PERLIS, PERLIS",KELAPA DIKUPAS,SEDANG,100 BIJI,190.0,190.0,190.0
Wholesale Price,"PERLIS, PERLIS",KETOLA / PETOLA SEGI,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"PERLIS, PERLIS",KUBIS BULAT (CHINA),F.A.Q,KG,260.0,260.0,260.0
Wholesale Price,"PERLIS, PERLIS",PISANG BERANGAN,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"PERLIS, PERLIS",PISANG MAS,F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"PERLIS, PERLIS",SAWI HIJAU,F.A.Q,KG,690.0,690.0,690.0
Wholesale Price,"PERLIS, PERLIS",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"PERLIS, PERLIS",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"PERLIS, PERLIS",TEMBIKAI MERAH,F.A.Q,KG,310.0,310.0,310.0
Wholesale Price,"PERLIS, PERLIS",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,450.0,450.0,450.0
Wholesale Price,"PERLIS, PERLIS",TIMUN HIJAU,F.A.Q,KG,400.0,370.0,370.0
Wholesale Price,"PERLIS, PERLIS",TOMATO (TANAH TINGGI),F.A.Q,KG,360.0,360.0,360.0
Wholesale Price,"PERLIS, PERLIS",UBI KENTANG HOLLAND,F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"KLANG, SELANGOR",AYAM HIDUP,F.A.Q,KG,720.0,700.0,680.0
Wholesale Price,"KLANG, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,850.0,850.0,850.0
Wholesale Price,"KLANG, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,330.0,330.0,330.0
Wholesale Price,"KLANG, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,330.0,330.0,330.0
Wholesale Price,"KLANG, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KLANG, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,400.0,390.0,380.0
Wholesale Price,"KLANG, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,800.0,750.0,700.0
Wholesale Price,"KLANG, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,500.0,475.0,450.0
Wholesale Price,"KLANG, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,750.0,750.0,750.0
Wholesale Price,"KLANG, SELANGOR",BAYAM,F.A.Q,KG,250.0,235.0,220.0
Wholesale Price,"KLANG, SELANGOR",BELIMBING (B10),F.A.Q,KG,500.0,450.0,400.0
Wholesale Price,"KLANG, SELANGOR",BETIK SEKAKI,F.A.Q,KG,300.0,275.0,250.0
Wholesale Price,"KLANG, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.0,1.0,1.0
Wholesale Price,"KLANG, SELANGOR",CILI HIJAU,F.A.Q,KG,800.0,750.0,700.0
Wholesale Price,"KLANG, SELANGOR",CILI MERAH (IMPORT),F.A.Q,KG,1000.0,950.0,900.0
Wholesale Price,"KLANG, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1300.0,1250.0,1200.0
Wholesale Price,"KLANG, SELANGOR",DAUN BAWANG,F.A.Q,KG,800.0,750.0,700.0
Wholesale Price,"KLANG, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,700.0,675.0,650.0
Wholesale Price,"KLANG, SELANGOR",KACANG BENDI,F.A.Q,KG,600.0,550.0,500.0
Wholesale Price,"KLANG, SELANGOR",KACANG BUNCIS,F.A.Q,KG,900.0,850.0,800.0
Wholesale Price,"KLANG, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,900.0,850.0,800.0
Wholesale Price,"KLANG, SELANGOR",KANGKUNG,F.A.Q,KG,300.0,275.0,250.0
Wholesale Price,"KLANG, SELANGOR",KELAPA DIKUPAS,SEDANG,100 BIJI,180.0,180.0,180.0
Wholesale Price,"KLANG, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,550.0,500.0,450.0
Wholesale Price,"KLANG, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,300.0,290.0,280.0
Wholesale Price,"KLANG, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,380.0,365.0,350.0
Wholesale Price,"KLANG, SELANGOR",PISANG BERANGAN,F.A.Q,KG,280.0,270.0,260.0
Wholesale Price,"KLANG, SELANGOR",PISANG MAS,F.A.Q,KG,280.0,265.0,250.0
Wholesale Price,"KLANG, SELANGOR",SAWI HIJAU,F.A.Q,KG,600.0,550.0,500.0
Wholesale Price,"KLANG, SELANGOR",TELUR AYAM,A,100 BIJI,41.0,41.0,41.0
Wholesale Price,"KLANG, SELANGOR",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"KLANG, SELANGOR",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"KLANG, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,280.0,280.0,280.0
Wholesale Price,"KLANG, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,750.0,700.0,650.0
Wholesale Price,"KLANG, SELANGOR",TIMUN HIJAU,F.A.Q,KG,450.0,425.0,400.0
Wholesale Price,"KLANG, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,350.0,330.0,310.0
Wholesale Price,"KLANG, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,280.0,265.0,250.0
Wholesale Price,"PETALING, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,980.0,955.0,930.0
Wholesale Price,"PETALING, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,250.0,250.0,250.0
Wholesale Price,"PETALING, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,250.0,250.0,250.0
Wholesale Price,"PETALING, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,800.0,750.0,700.0
Wholesale Price,"PETALING, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,700.0,650.0,600.0
Wholesale Price,"PETALING, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,700.0,675.0,650.0
Wholesale Price,"PETALING, SELANGOR",BAYAM,F.A.Q,KG,500.0,475.0,450.0
Wholesale Price,"PETALING, SELANGOR",BELIMBING (B10),F.A.Q,KG,500.0,500.0,500.0
Wholesale Price,"PETALING, SELANGOR",BETIK SEKAKI,F.A.Q,KG,300.0,275.0,250.0
Wholesale Price,"PETALING, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.0,0.85,0.7
Wholesale Price,"PETALING, SELANGOR",CILI HIJAU,F.A.Q,KG,780.0,780.0,780.0
Wholesale Price,"PETALING, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1200.0,1200.0,1200.0
Wholesale Price,"PETALING, SELANGOR",CILI MERAH MINYAK,F.A.Q,KG,1050.0,1050.0,1050.0
Wholesale Price,"PETALING, SELANGOR",DAUN BAWANG,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"PETALING, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1100.0,1100.0,1100.0
Wholesale Price,"PETALING, SELANGOR",KACANG BENDI,F.A.Q,KG,850.0,850.0,850.0
Wholesale Price,"PETALING, SELANGOR",KACANG BUNCIS,F.A.Q,KG,1100.0,1100.0,1100.0
Wholesale Price,"PETALING, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,1100.0,1100.0,1100.0
Wholesale Price,"PETALING, SELANGOR",KANGKUNG,F.A.Q,KG,450.0,450.0,450.0
Wholesale Price,"PETALING, SELANGOR",KELAPA DIKUPAS,SEDANG,100 BIJI,200.0,200.0,200.0
Wholesale Price,"PETALING, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"PETALING, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"PETALING, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,400.0,400.0,400.0
Wholesale Price,"PETALING, SELANGOR",PISANG BERANGAN,F.A.Q,KG,270.0,260.0,250.0
Wholesale Price,"PETALING, SELANGOR",PISANG MAS,F.A.Q,KG,300.0,275.0,250.0
Wholesale Price,"PETALING, SELANGOR",SAWI HIJAU,F.A.Q,KG,780.0,780.0,780.0
Wholesale Price,"PETALING, SELANGOR",TELUR AYAM,A,100 BIJI,41.0,41.0,41.0
Wholesale Price,"PETALING, SELANGOR",TELUR AYAM,B,100 BIJI,39.0,39.0,39.0
Wholesale Price,"PETALING, SELANGOR",TELUR AYAM,C,100 BIJI,37.0,37.0,37.0
Wholesale Price,"PETALING, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,300.0,290.0,280.0
Wholesale Price,"PETALING, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,700.0,700.0,700.0
Wholesale Price,"PETALING, SELANGOR",TIMUN HIJAU,F.A.Q,KG,550.0,550.0,550.0
Wholesale Price,"PETALING, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,310.0,310.0,310.0
Wholesale Price,"PETALING, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,200.0,200.0,200.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",AYAM HIDUP,F.A.Q,KG,680.0,680.0,660.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",AYAM PROSES STANDARD,F.A.Q,KG,1100.0,1050.0,1000.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,350.0,350.0,350.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,300.0,300.0,300.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,400.0,400.0,300.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,400.0,400.0,300.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAWANG PUTIH (CHINA),F.A.Q,KG,750.0,750.0,750.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BAYAM,F.A.Q,KG,700.0,600.0,60.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BETIK SEKAKI,F.A.Q,KG,450.0,450.0,400.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",BUNGA KANTAN,F.A.Q,TANGKAI,2.0,1.5,1.5
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,1400.0,1300.0,1200.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",DAUN BAWANG,F.A.Q,KG,900.0,700.0,700.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",DAUN SUP (TANAH TINGGI),F.A.Q,KG,1200.0,1100.0,1100.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KACANG BENDI,F.A.Q,KG,1100.0,1100.0,1000.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KACANG BUNCIS,F.A.Q,KG,1100.0,1100.0,1000.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KACANG PANJANG HIJAU,F.A.Q,KG,800.0,800.0,700.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KANGKUNG,F.A.Q,KG,600.0,500.0,500.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KELAPA DIKUPAS,SEDANG,100 BIJI,220.0,190.0,190.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KETOLA / PETOLA SEGI,F.A.Q,KG,500.0,500.0,400.0
Wholesale Price,"KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (CHINA),F.A.Q,KG,500.0,400.0,400.0
